#######################;;;;;;;;;;;X
# muster; -1- ; -2- ; -3- ; -4- ; -5- ; -6- ;; -8- ;;;X
#######################;;;;;;;;;;;X
# Majors;;;;;;;;;;;X
# England;;;;;;;;;;;X
# England land brigades;;;;;;;;;;;X
BRIG_MODEL_ENG_14_9;Sea Hawk (F-1) / Sea Hawk (FB-3);Sea Hawk (F-1) / Sea Hawk (FB-3);Sea Hawk (F-1) / Sea Hawk (FB-3);Sea Hawk (F-1) / Sea Hawk (FB-3);Sea Hawk (F-1) / Sea Hawk (FB-3);Sea Hawk (F-1) / Sea Hawk (FB-3);;;;;X
BRIG_MODEL_ENG_15_0;Boulton Paul Defiant;Boulton Paul Defiant;Boulton Paul Defiant;Boulton Paul Defiant;Boulton Paul Defiant;Boulton Paul Defiant;Boulton Paul Defiant;Boulton Paul Defiant;;;X
BRIG_MODEL_ENG_15_1;Westland Whirlwind;Westland Whirlwind;Westland Whirlwind;Westland Whirlwind;Westland Whirlwind;Westland Whirlwind;Westland Whirlwind;Westland Whirlwind;;;X
BRIG_MODEL_ENG_15_2;De Havilland Mosquito F Mk.II;De Havilland Mosquito F Mk.II;De Havilland Mosquito F Mk.II;De Havilland Mosquito F Mk.II;De Havilland Mosquito F Mk.II;De Havilland Mosquito F Mk.II;De Havilland Mosquito F Mk.II;De Havilland Mosquito F Mk.II;;;X
BRIG_MODEL_ENG_15_3;Westland Welkin;Westland Welkin;Westland Welkin;Westland Welkin;Westland Welkin;Westland Welkin;Westland Welkin;Westland Welkin;;;X
BRIG_MODEL_ENG_15_4;De Havilland Hornet;De Havilland Hornet;De Havilland Hornet;De Havilland Hornet;De Havilland Hornet;De Havilland Hornet;De Havilland Hornet;De Havilland Hornet;;;X
BRIG_MODEL_ENG_15_5;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;;Hawker Hunter;;;X
BRIG_MODEL_ENG_15_6;Supermarine Scimitar;Supermarine Scimitar;Supermarine Scimitar;Supermarine Scimitar;Supermarine Scimitar;Supermarine Scimitar;;Supermarine Scimitar;;;X
BRIG_MODEL_ENG_30_0;Short S41;Short S41;Short S41;Short S41;Short S41;Short S41;;Short S41;;;X
BRIG_MODEL_ENG_30_1;Short Admiralty Type 81;Short Admiralty Type 81;Short Admiralty Type 81;Short Admiralty Type 81;Short Admiralty Type 81;Short Admiralty Type 81;;Short Admiralty Type 81;;;X
BRIG_MODEL_ENG_30_2;Felixstowe F2;Felixstowe F2;Felixstowe F2;Felixstowe F2;Felixstowe F2;Felixstowe F2;;Felixstowe F2;;;X
BRIG_MODEL_ENG_30_3;Fairey IIIF;Fairey IIIF;Fairey IIIF;Fairey IIIF;Fairey IIIF;Fairey IIIF;;Fairey IIIF;;;X
BRIG_MODEL_ENG_30_4;Supermarine Seagull;Supermarine Seagull;Supermarine Seagull;Supermarine Seagull;Supermarine Seagull;Supermarine Seagull;;Supermarine Seagull;;;X
BRIG_MODEL_ENG_30_5;Supermarine Walrus;Supermarine Walrus;Supermarine Walrus;Supermarine Walrus;Supermarine Walrus;Supermarine Walrus;;Supermarine Walrus;;;X
BRIG_MODEL_ENG_30_6;Fairey Seafox;Fairey Seafox;Fairey Seafox;Fairey Seafox;Fairey Seafox;Fairey Seafox;;Fairey Seafox;;;X
BRIG_MODEL_ENG_30_7;Supermarine Sea Otter;Supermarine Sea Otter;Supermarine Sea Otter;Supermarine Sea Otter;Supermarine Sea Otter;Supermarine Sea Otter;;Supermarine Sea Otter;;;X
# England land units;;;;;;;;;;;X
MODEL_ENG_4_0;Vickers L-A Mk. VI;Vickers Mk. VI;Vickers Mk. VI;Vickers Mk. VI;Vickers Mk. VI;Vickers Mk. VI;;Vickers Mk. VI;;;X
MODEL_ENG_4_1;Mk. I A9 Cruiser;Mk. I A9 Cruiser;Mk. I A9 Cruiser;Mk. I A9 Cruiser;Mk. I A9 Cruiser;Mk. I A9 Cruiser;;Mk. I A9 Cruiser;;;X
MODEL_ENG_4_2;Mk. II A10 Cruiser;Mk. II A10 Cruiser;Mk. II A10 Cruiser;Mk. II A10 Cruiser;Mk. II A10 Cruiser;Mk. II A10 Cruiser;;Mk. II A10 Cruiser;;;X
MODEL_ENG_5_0;Mk. IV A13 Cruiser;Mk. IV A13 Cruiser;Mk. IV A13 Cruiser;Mk. IV A13 Cruiser;Mk. IV A13 Cruiser;Mk. IV A13 Cruiser;;Mk. IV A13 Cruiser;;;X
MODEL_ENG_5_1;Mk. VI A15 Crusader;Mk. VI A15 Crusader;Mk. VI A15 Crusader;Mk. VI A15 Crusader;Mk. VI A15 Crusader;Mk. VI A15 Crusader;;Mk. VI A15 Crusader;;;X
MODEL_ENG_5_2;Mk. VIII A23M Cromwell;Mk. VIII A23M Cromwell;Mk. VIII A23M Cromwell;Mk. VIII A23M Cromwell;Mk. VIII A23M Cromwell;Mk. VIII A23M Cromwell;;Mk. VIII A23M Cromwell;;;X
MODEL_ENG_5_3;A34 Comet;A34 Comet;A34 Comet;A34 Comet;A34 Comet;A34 Comet;;A34 Comet;;;X
MODEL_ENG_5_4;FV4007 Centurion Mk. III;FV4007 Centurion Mk. III;FV4007 Centurion Mk. III;FV4007 Centurion Mk. III;FV4007 Centurion Mk. III;FV4007 Centurion Mk. III;;FV4007 Centurion Mk. III;;;X
MODEL_ENG_5_5;FV4011 Centurion Mk. V;FV4011 Centurion Mk. V;FV4011 Centurion Mk. V;FV4011 Centurion Mk. V;FV4011 Centurion Mk. V;FV4011 Centurion Mk. V;;FV4011 Centurion Mk. V;;;X
MODEL_ENG_5_6;FV4015 Centurion Mk. X;FV4015 Centurion Mk. X;FV4015 Centurion Mk. X;FV4015 Centurion Mk. X;FV4015 Centurion Mk. X;FV4015 Centurion Mk. X;;FV4015 Centurion Mk. X;;;X
MODEL_ENG_5_7;FV4201 Chieftain;FV4201 Chieftain;FV4201 Chieftain;FV4201 Chieftain;FV4201 Chieftain;FV4201 Chieftain;;FV4201 Chieftain;;;X
# England air units;;;;;;;;;;;X
MODEL_ENG_12_0;Sopwith Pup;Sopwith Pup;Sopwith Pup;Sopwith Pup;Sopwith Pup;Sopwith Pup;Sopwith Pup;Sopwith Pup;;;X
MODEL_ENG_12_1;RAF S.E.5a;RAF S.E.5a;RAF S.E.5a;RAF S.E.5a;RAF S.E.5a;RAF S.E.5a;;RAF S.E.5a;;;X
MODEL_ENG_12_2;Bristol F.2 Fighter;Bristol F.2 Fighter;Bristol F.2 Fighter;Bristol F.2 Fighter;Bristol F.2 Fighter;Bristol F.2 Fighter;Bristol F.2 Fighter;Bristol F.2 Fighter;;;X
MODEL_ENG_12_3;Armstrong Whitworth Sisskin;Armstrong Whitworth Sisskin;Armstrong Whitworth Sisskin;Armstrong Whitworth Sisskin;Armstrong Whitworth Sisskin;Armstrong Whitworth Sisskin;Armstrong Whitworth Sisskin;Armstrong Whitworth Sisskin;;;X
MODEL_ENG_12_4;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;Gloster Gladiator;;;X
MODEL_ENG_12_5;Supermarine Spitfire Mk I;Supermarine Spitfire Mk I;Supermarine Spitfire Mk I;Supermarine Spitfire Mk I;Supermarine Spitfire Mk I;Supermarine Spitfire Mk I;Supermarine Spitfire Mk I;Supermarine Spitfire Mk I;;;X
MODEL_ENG_12_6;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;Hawker Typhoon;;;X
MODEL_ENG_12_7;Hawker Tempest;Hawker Tempest;Hawker Tempest;Hawker Tempest;Hawker Tempest;Hawker Tempest;Hawker Tempest;Hawker Tempest;;;X
MODEL_ENG_12_9;Gloster Meteor F 8;Gloster Meteor F 8;Gloster Meteor F 8;Gloster Meteor F 8;Gloster Meteor F 8;Gloster Meteor F 8;Gloster Meteor F 8;Gloster Meteor F 8;;;X
MODEL_ENG_12_10;Gloster Javelin;Gloster Javelin;Gloster Javelin;Gloster Javelin;Gloster Javelin;Gloster Javelin;Gloster Javelin;Gloster Javelin;;;X
MODEL_ENG_12_11;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;Hawker Hunter;;;X
MODEL_ENG_12_12;De Havilland Vixen;De Havilland Vixen;De Havilland Vixen;De Havilland Vixen;De Havilland Vixen;De Havilland Vixen;;De Havilland Vixen;;;X
MODEL_ENG_12_13;McDonnell-Douglas F-4 FGR.2 Phantom II;McDonnell-Douglas F-4 FGR.2 Phantom II;McDonnell-Douglas F-4 FGR.2 Phantom II;McDonnell-Douglas F-4 FGR.2 Phantom II;McDonnell-Douglas F-4 FGR.2 Phantom II;McDonnell-Douglas F-4 FGR.2 Phantom II;McDonnell-Douglas F-4 FGR.2 Phantom II;McDonnell-Douglas F-4 FGR.2 Phantom II;;;X
MODEL_ENG_13_0;RAF B.E.2a;RAF B.E.2a;RAF B.E.2a;RAF B.E.2a;RAF B.E.2a;RAF B.E.2a;RAF B.E.2a;RAF B.E.2a;;;X
MODEL_ENG_13_1;Bristol Scout A;Bristol Scout A;Bristol Scout A;Bristol Scout A;Bristol Scout A;Bristol Scout A;Bristol Scout A;Bristol Scout A;;;X
MODEL_ENG_13_2;Airco D.H.2;Airco D.H.2;Airco D.H.2;Airco D.H.2;Airco D.H.2;Airco D.H.2;;Airco D.H.2;;;X
MODEL_ENG_13_3;Sopwith Triplane;Sopwith Triplane;Sopwith Triplane;Sopwith Triplane;Sopwith Triplane;Sopwith Triplane;;Sopwith Triplane;;;X
MODEL_ENG_13_4;Sopwith Camel;Sopwith Camel;Sopwith Camel;Sopwith Camel;Sopwith Camel;Sopwith Camel;Sopwith Camel;Sopwith Camel;;;X
MODEL_ENG_13_5;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;Sopwith Snipe;;;X
MODEL_ENG_13_6;Gloster Grebe;Gloster Grebe;Gloster Grebe;Gloster Grebe;Gloster Grebe;Gloster Grebe;Gloster Grebe;Gloster Grebe;;;X
MODEL_ENG_13_7;Bristol Bulldog;Bristol Bulldog;Bristol Bulldog;Bristol Bulldog;Bristol Bulldog;Bristol Bulldog;Bristol Bulldog;Bristol Bulldog;;;X
MODEL_ENG_13_8;Hawker Hurricane Mk I;Hawker Hurricane Mk I;Hawker Hurricane Mk I;Hawker Hurricane Mk I;Hawker Hurricane Mk I;Hawker Hurricane Mk I;Hawker Hurricane Mk I;Hawker Hurricane Mk I;;;X
